"Statistic Label","Year","Sex","Type of Procedure","Area","UNIT","VALUE"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Kildare","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Kilkenny","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Kerry","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Longford","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Louth","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Limerick","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Leitrim","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Laois","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Meath","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Monaghan","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Mayo","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Offaly","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Roscommon","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Sligo","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Tipperary","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Waterford","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Wicklow","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Westmeath","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Wexford","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Non-residents","Number","5"
"Median Length of Stay","2023","Both sexes","Casearean section","Ireland plus non-residents","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Ireland","Number","4"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Clare","Number","4"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Cork","Number","4"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Cavan","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Carlow","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Donegal","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Dublin","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Galway","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Kildare","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Kilkenny","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Kerry","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Longford","Number","2.5"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Louth","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Limerick","Number","4"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Leitrim","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Laois","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Meath","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Monaghan","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Mayo","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Offaly","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Roscommon","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Sligo","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Tipperary","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Waterford","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Wicklow","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Westmeath","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Co. Wexford","Number","2"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Ireland plus non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Procedures on musculoskeletal system","Ireland","Number","3"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Clare","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Cork","Number","1"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Cavan","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Carlow","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Donegal","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Dublin","Number","1"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Galway","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Kildare","Number","2"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Kilkenny","Number","0"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Kerry","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Longford","Number","0"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Louth","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Limerick","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Leitrim","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Laois","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Meath","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Monaghan","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Mayo","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Offaly","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Roscommon","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Sligo","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Waterford","Number","0"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Wicklow","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Westmeath","Number",""
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Co. Wexford","Number","0"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Non-residents","Number","0"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Ireland plus non-residents","Number","0.5"
"Median Length of Stay","2023","Both sexes","Reduction of nasal fracture","Ireland","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Clare","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Cork","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Cavan","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Carlow","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Donegal","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Dublin","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Galway","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Kildare","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Kilkenny","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Kerry","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Longford","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Louth","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Leitrim","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Laois","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Meath","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Monaghan","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Mayo","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Offaly","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Roscommon","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Sligo","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Waterford","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Wicklow","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Westmeath","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Co. Wexford","Number","0.5"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Ireland plus non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Closed reduction of fracture of radius","Ireland","Number","1"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Clare","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Cork","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Carlow","Number","3.5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Donegal","Number","7"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Dublin","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Galway","Number","6"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Kildare","Number","6"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Kilkenny","Number","4"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Kerry","Number","11"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Longford","Number","10"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Louth","Number","4"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Limerick","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Leitrim","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Laois","Number","10"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Meath","Number","4"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Monaghan","Number","3"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Mayo","Number","5"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Offaly","Number","9"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Roscommon","Number","7"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Sligo","Number","4"
"Median Length of Stay","2023","Both sexes","Hip replacement","Co. Tipperary","Number","5"
